InvoiceNumber,SalesChannel,WarehouseLocationCode,ProcurementDate,SalesOrderDate,DispatchDate,DeliveryDate,Currency,SalesRepID,CustomerID,BranchCode,ProductCode,QuantityOrdered,DiscountRate,UnitSalePrice,UnitProductionCost
SO - 0005144,Distributor,TEH1001,2019-08-23 00:00:00,2020-01-19 00:00:00,2020-02-09 00:00:00,2020-02-10 00:00:00,IRR,25,2923,TEH001,1016,7,0.05,964.8,685.008
SO - 0005145,Online,TEH1001,2019-08-23 00:00:00,2020-01-19 00:00:00,2020-01-22 00:00:00,2020-01-28 00:00:00,IRR,10,2738,ISF002,1094,8,0.075,2492.4,996.96
SO - 0005146,Agency,TEH1001,2019-08-23 00:00:00,2020-01-19 00:00:00,2020-02-06 00:00:00,2020-02-09 00:00:00,IRR,28,2487,TEH001,1067,6,0.4,971.5,806.345
SO - 0005147,Agency,MHD1003,2019-12-01 00:00:00,2020-01-19 00:00:00,2020-02-02 00:00:00,2020-02-09 00:00:00,IRR,20,2408,SHZ003,1016,1,0.2,1065.3,777.669
SO - 0005148,Online,MHD1003,2019-08-23 00:00:00,2020-01-19 00:00:00,2020-01-30 00:00:00,2020-02-05 00:00:00,IRR,22,2946,TEH001,1042,1,0.15,6130.5,3310.47
SO - 0005149,Direct Sales,ISF1002,2019-08-23 00:00:00,2020-01-20 00:00:00,2020-01-31 00:00:00,2020-02-09 00:00:00,IRR,12,2896,MHD004,1072,4,0.15,2653.2,1936.836
SO - 0005150,Agency,MHD1003,2019-12-01 00:00:00,2020-01-20 00:00:00,2020-01-23 00:00:00,2020-01-27 00:00:00,IRR,22,2061,TBZ005,1069,6,0.1,1125.6,607.824
SO - 0005151,Distributor,ISF1002,2019-08-23 00:00:00,2020-01-20 00:00:00,2020-02-03 00:00:00,2020-02-07 00:00:00,IRR,17,2065,TEH001,1091,8,0.15,857.6,531.712
SO - 0005152,Distributor,TEH1001,2019-08-23 00:00:00,2020-01-20 00:00:00,2020-02-05 00:00:00,2020-02-15 00:00:00,IRR,16,2595,ISF002,1037,1,0.2,1782.2,1354.472
SO - 0005153,Agency,MHD1003,2019-08-23 00:00:00,2020-01-20 00:00:00,2020-02-06 00:00:00,2020-02-08 00:00:00,IRR,24,2194,TBZ005,1046,6,0.075,2010,1045.2
SO - 0005154,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-02-02 00:00:00,2020-02-08 00:00:00,IRR,6,2853,SHZ003,1005,4,0.05,857.6,660.352
SO - 0005155,Distributor,TEH1001,2019-12-01 00:00:00,2020-01-21 00:00:00,2020-02-03 00:00:00,2020-02-13 00:00:00,IRR,13,2856,SHZ003,1078,5,0.1,871,644.54
SO - 0005156,Distributor,MHD1003,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-01-25 00:00:00,2020-01-28 00:00:00,IRR,23,2168,TEH001,1039,8,0.075,2559.4,1945.144
SO - 0005157,Agency,ISF1002,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-02-02 00:00:00,2020-02-11 00:00:00,IRR,25,2810,SHZ003,1038,7,0.05,3812.3,1601.166
SO - 0005158,Distributor,ISF1002,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-02-12 00:00:00,2020-02-18 00:00:00,IRR,3,2235,TBZ005,1070,7,0.075,1058.6,571.644
SO - 0005159,Agency,ISF1002,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-01-25 00:00:00,2020-02-03 00:00:00,IRR,4,2037,TEH001,1046,1,0.15,2479,1958.41
SO - 0005160,Online,ISF1002,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-01-24 00:00:00,2020-02-02 00:00:00,IRR,2,2830,SHZ003,1021,5,0.1,1742,1480.7
SO - 0005161,Agency,ISF1002,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-01-30 00:00:00,2020-02-08 00:00:00,IRR,19,2985,TBZ005,1071,2,0.05,3162.4,1739.32
SO - 0005162,Distributor,ISF1002,2019-12-01 00:00:00,2020-01-21 00:00:00,2020-02-03 00:00:00,2020-02-07 00:00:00,IRR,16,2377,SHZ003,1087,2,0.05,207.7,97.619
SO - 0005163,Distributor,ISF1002,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-02-13 00:00:00,2020-02-21 00:00:00,IRR,17,2995,MHD004,1026,6,0.075,931.3,605.345
SO - 0005164,Agency,ISF1002,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-02-11 00:00:00,2020-02-16 00:00:00,IRR,12,2155,ISF002,1006,3,0.05,5098.7,3365.142
SO - 0005165,Distributor,MHD1003,2019-08-23 00:00:00,2020-01-21 00:00:00,2020-02-12 00:00:00,2020-02-16 00:00:00,IRR,14,2122,SHZ003,1087,8,0.4,1165.8,909.324
SO - 0005166,Agency,MHD1003,2019-08-23 00:00:00,2020-01-22 00:00:00,2020-01-28 00:00:00,2020-01-31 00:00:00,IRR,6,2283,TBZ005,1048,5,0.05,1909.5,954.75
SO - 0005167,Distributor,TEH1001,2019-12-01 00:00:00,2020-01-22 00:00:00,2020-02-08 00:00:00,2020-02-15 00:00:00,IRR,9,2015,SHZ003,1096,7,0.05,6244.4,5057.964
SO - 0005168,Distributor,ISF1002,2019-08-23 00:00:00,2020-01-22 00:00:00,2020-02-03 00:00:00,2020-02-08 00:00:00,IRR,17,2446,SHZ003,1078,4,0.075,3872.6,3252.984
SO - 0005169,Direct Sales,TEH1001,2019-08-23 00:00:00,2020-01-22 00:00:00,2020-01-31 00:00:00,2020-02-09 00:00:00,IRR,12,2731,MHD004,1056,4,0.3,1762.1,1180.607
SO - 0005170,Online,TEH1001,2019-08-23 00:00:00,2020-01-22 00:00:00,2020-01-26 00:00:00,2020-01-30 00:00:00,IRR,17,2255,TEH001,1057,3,0.075,2552.7,1480.566
SO - 0005171,Distributor,MHD1003,2019-08-23 00:00:00,2020-01-22 00:00:00,2020-02-13 00:00:00,2020-02-23 00:00:00,IRR,27,2225,TEH001,1053,4,0.1,1005,502.5
SO - 0005172,Direct Sales,ISF1002,2019-08-23 00:00:00,2020-01-22 00:00:00,2020-02-02 00:00:00,2020-02-03 00:00:00,IRR,17,2693,ISF002,1092,4,0.05,1340,978.2
SO - 0005173,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-22 00:00:00,2020-01-31 00:00:00,2020-02-08 00:00:00,IRR,25,2046,TBZ005,1053,1,0.05,1842.5,921.25
SO - 0005174,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-01-22 00:00:00,2020-02-17 00:00:00,2020-02-21 00:00:00,IRR,26,2327,MHD004,1029,2,0.4,3852.5,3236.1
SO - 0005175,Distributor,ISF1002,2019-12-01 00:00:00,2020-01-23 00:00:00,2020-02-10 00:00:00,2020-02-17 00:00:00,IRR,5,2270,ISF002,1092,3,0.1,1212.7,715.493
SO - 0005176,Agency,ISF1002,2019-08-23 00:00:00,2020-01-23 00:00:00,2020-02-13 00:00:00,2020-02-20 00:00:00,IRR,14,2647,TEH001,1006,1,0.05,3819,2940.63
SO - 0005177,Distributor,TEH1001,2019-08-23 00:00:00,2020-01-23 00:00:00,2020-01-27 00:00:00,2020-01-29 00:00:00,IRR,22,2549,TEH001,1076,8,0.2,1065.3,532.65
SO - 0005178,Distributor,TEH1001,2019-12-01 00:00:00,2020-01-23 00:00:00,2020-02-02 00:00:00,2020-02-06 00:00:00,IRR,28,2590,ISF002,1058,6,0.1,1862.6,1192.064
SO - 0005179,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-01-23 00:00:00,2020-01-28 00:00:00,2020-02-04 00:00:00,IRR,26,2406,TEH001,1059,4,0.1,1989.9,1154.142
SO - 0005180,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-01-23 00:00:00,2020-02-17 00:00:00,2020-02-18 00:00:00,IRR,16,2995,TEH001,1008,8,0.075,2693.4,2289.39
SO - 0005181,Direct Sales,TEH1001,2019-08-23 00:00:00,2020-01-23 00:00:00,2020-02-13 00:00:00,2020-02-20 00:00:00,IRR,22,2641,MHD004,1060,7,0.4,4020,2613
SO - 0005182,Agency,TBZ1004,2019-08-23 00:00:00,2020-01-23 00:00:00,2020-02-17 00:00:00,2020-02-22 00:00:00,IRR,12,2726,MHD004,1016,3,0.1,1212.7,557.842
SO - 0005183,Distributor,MHD1003,2019-08-23 00:00:00,2020-01-23 00:00:00,2020-02-12 00:00:00,2020-02-15 00:00:00,IRR,18,2950,TEH001,1097,3,0.1,3484,2891.72
SO - 0005184,Agency,MHD1003,2019-12-01 00:00:00,2020-01-24 00:00:00,2020-02-07 00:00:00,2020-02-17 00:00:00,IRR,15,2257,SHZ003,1092,3,0.3,3845.8,2499.77
SO - 0005185,Agency,TEH1001,2019-08-23 00:00:00,2020-01-24 00:00:00,2020-02-07 00:00:00,2020-02-11 00:00:00,IRR,21,2191,TBZ005,1080,2,0.2,2398.6,1703.006
SO - 0005186,Agency,ISF1002,2019-12-01 00:00:00,2020-01-24 00:00:00,2020-02-17 00:00:00,2020-02-20 00:00:00,IRR,3,2541,ISF002,1043,5,0.075,6123.8,3919.232
SO - 0005187,Distributor,TEH1001,2019-12-01 00:00:00,2020-01-24 00:00:00,2020-02-07 00:00:00,2020-02-16 00:00:00,IRR,1,2612,ISF002,1020,3,0.1,1788.9,1216.452
SO - 0005188,Agency,ISF1002,2019-08-23 00:00:00,2020-01-24 00:00:00,2020-01-29 00:00:00,2020-02-08 00:00:00,IRR,10,2133,ISF002,1033,3,0.05,3926.2,2002.362
SO - 0005189,Online,ISF1002,2019-12-01 00:00:00,2020-01-24 00:00:00,2020-01-30 00:00:00,2020-02-07 00:00:00,IRR,18,2721,TBZ005,1017,7,0.1,180.9,124.821
SO - 0005190,Online,MHD1003,2019-08-23 00:00:00,2020-01-24 00:00:00,2020-01-31 00:00:00,2020-02-06 00:00:00,IRR,24,2379,SHZ003,1091,3,0.05,3169.1,2313.443
SO - 0005191,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-24 00:00:00,2020-02-07 00:00:00,2020-02-11 00:00:00,IRR,26,2341,MHD004,1093,1,0.15,1172.5,539.35
SO - 0005192,Distributor,TEH1001,2019-08-23 00:00:00,2020-01-25 00:00:00,2020-02-04 00:00:00,2020-02-06 00:00:00,IRR,17,2272,SHZ003,1053,5,0.05,3959.7,2573.805
SO - 0005193,Distributor,ISF1002,2019-12-01 00:00:00,2020-01-25 00:00:00,2020-02-06 00:00:00,2020-02-07 00:00:00,IRR,10,2924,TBZ005,1028,7,0.05,194.3,108.808
SO - 0005194,Online,TBZ1004,2019-12-01 00:00:00,2020-01-25 00:00:00,2020-02-02 00:00:00,2020-02-04 00:00:00,IRR,12,2177,ISF002,1083,8,0.05,2318.2,1877.742
SO - 0005195,Online,MHD1003,2019-08-23 00:00:00,2020-01-25 00:00:00,2020-02-05 00:00:00,2020-02-14 00:00:00,IRR,10,2748,TBZ005,1017,3,0.1,1916.2,1494.636
SO - 0005196,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-01-25 00:00:00,2020-02-05 00:00:00,2020-02-06 00:00:00,IRR,6,2536,SHZ003,1095,5,0.05,2512.5,1055.25
SO - 0005197,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-01-25 00:00:00,2020-01-27 00:00:00,2020-02-05 00:00:00,IRR,4,2981,TEH001,1022,6,0.15,174.2,102.778
SO - 0005198,Online,MHD1003,2019-08-23 00:00:00,2020-01-26 00:00:00,2020-02-12 00:00:00,2020-02-13 00:00:00,IRR,19,2366,MHD004,1015,1,0.1,5668.2,3344.238
SO - 0005199,Distributor,TEH1001,2019-08-23 00:00:00,2020-01-26 00:00:00,2020-02-12 00:00:00,2020-02-16 00:00:00,IRR,2,2396,TBZ005,1068,3,0.3,1876,1106.84
SO - 0005200,Agency,ISF1002,2019-12-01 00:00:00,2020-01-26 00:00:00,2020-02-03 00:00:00,2020-02-04 00:00:00,IRR,1,2930,ISF002,1032,6,0.1,1969.8,886.41
SO - 0005201,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-26 00:00:00,2020-02-16 00:00:00,2020-02-26 00:00:00,IRR,1,2445,TEH001,1087,5,0.075,1045.2,836.16
SO - 0005202,Direct Sales,ISF1002,2019-08-23 00:00:00,2020-01-26 00:00:00,2020-02-15 00:00:00,2020-02-19 00:00:00,IRR,1,2388,TEH001,1019,5,0.2,5681.6,2727.168
SO - 0005203,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-01-26 00:00:00,2020-02-03 00:00:00,2020-02-09 00:00:00,IRR,1,2383,ISF002,1022,5,0.15,1105.5,442.2
SO - 0005204,Online,TEH1001,2019-12-01 00:00:00,2020-01-26 00:00:00,2020-02-02 00:00:00,2020-02-05 00:00:00,IRR,5,2177,MHD004,1039,7,0.15,5427,2170.8
SO - 0005205,Distributor,MHD1003,2019-08-23 00:00:00,2020-01-27 00:00:00,2020-02-24 00:00:00,2020-03-04 00:00:00,IRR,18,2382,SHZ003,1088,7,0.05,2378.5,1403.315
SO - 0005206,Online,TEH1001,2019-12-01 00:00:00,2020-01-27 00:00:00,2020-02-17 00:00:00,2020-02-20 00:00:00,IRR,6,2071,SHZ003,1079,5,0.075,5038.4,2418.432
SO - 0005207,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-01-27 00:00:00,2020-02-04 00:00:00,2020-02-05 00:00:00,IRR,13,2192,TBZ005,1051,1,0.05,857.6,497.408
SO - 0005208,Online,ISF1002,2019-12-01 00:00:00,2020-01-27 00:00:00,2020-02-08 00:00:00,2020-02-10 00:00:00,IRR,5,2909,TEH001,1028,8,0.2,1728.6,1417.452
SO - 0005209,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-27 00:00:00,2020-02-06 00:00:00,2020-02-14 00:00:00,IRR,6,2642,TEH001,1059,5,0.075,221.1,163.614
SO - 0005210,Online,TEH1001,2019-12-01 00:00:00,2020-01-27 00:00:00,2020-02-23 00:00:00,2020-03-01 00:00:00,IRR,5,2719,TBZ005,1027,4,0.05,1118.9,637.773
SO - 0005211,Distributor,TBZ1004,2019-12-01 00:00:00,2020-01-27 00:00:00,2020-02-19 00:00:00,2020-02-29 00:00:00,IRR,23,2056,MHD004,1092,6,0.1,207.7,137.082
SO - 0005212,Online,TBZ1004,2019-08-23 00:00:00,2020-01-27 00:00:00,2020-02-23 00:00:00,2020-02-28 00:00:00,IRR,16,2246,SHZ003,1074,3,0.05,1051.9,641.659
SO - 0005213,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-01-28 00:00:00,2020-02-15 00:00:00,2020-02-20 00:00:00,IRR,22,2666,TEH001,1005,5,0.075,214.4,107.2
SO - 0005214,Distributor,TEH1001,2019-12-01 00:00:00,2020-01-28 00:00:00,2020-02-16 00:00:00,2020-02-24 00:00:00,IRR,8,2723,MHD004,1050,5,0.1,6485.6,4734.488
SO - 0005215,Online,ISF1002,2019-12-01 00:00:00,2020-01-28 00:00:00,2020-02-16 00:00:00,2020-02-19 00:00:00,IRR,9,2180,ISF002,1094,4,0.1,2706.8,1569.944
SO - 0005216,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-01-28 00:00:00,2020-02-14 00:00:00,2020-02-23 00:00:00,IRR,25,2904,MHD004,1094,8,0.075,951.4,589.868
SO - 0005217,Agency,ISF1002,2019-08-23 00:00:00,2020-01-28 00:00:00,2020-02-25 00:00:00,2020-03-04 00:00:00,IRR,22,2314,TEH001,1096,6,0.075,1983.2,1487.4
SO - 0005218,Online,ISF1002,2019-08-23 00:00:00,2020-01-28 00:00:00,2020-02-16 00:00:00,2020-02-20 00:00:00,IRR,23,2252,ISF002,1089,2,0.1,3872.6,2517.19
SO - 0005219,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-01-28 00:00:00,2020-02-24 00:00:00,2020-03-04 00:00:00,IRR,14,2387,TBZ005,1028,5,0.075,3999.9,3119.922
SO - 0005220,Direct Sales,ISF1002,2019-08-23 00:00:00,2020-01-29 00:00:00,2020-02-17 00:00:00,2020-02-19 00:00:00,IRR,14,2340,TEH001,1088,5,0.3,2244.5,1773.155
SO - 0005221,Distributor,TEH1001,2019-08-23 00:00:00,2020-01-29 00:00:00,2020-01-31 00:00:00,2020-02-05 00:00:00,IRR,23,2395,ISF002,1002,3,0.075,1748.7,699.48
SO - 0005222,Distributor,ISF1002,2019-08-23 00:00:00,2020-01-29 00:00:00,2020-02-09 00:00:00,2020-02-12 00:00:00,IRR,15,2831,TEH001,1010,6,0.05,3845.8,1615.236
SO - 0005223,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-29 00:00:00,2020-02-10 00:00:00,2020-02-17 00:00:00,IRR,4,2687,SHZ003,1062,4,0.075,2398.6,1990.838
SO - 0005224,Distributor,ISF1002,2019-12-01 00:00:00,2020-01-29 00:00:00,2020-02-06 00:00:00,2020-02-13 00:00:00,IRR,2,2378,SHZ003,1090,8,0.075,5554.3,4276.811
SO - 0005225,Direct Sales,ISF1002,2019-08-23 00:00:00,2020-01-29 00:00:00,2020-02-11 00:00:00,2020-02-18 00:00:00,IRR,16,2461,ISF002,1024,4,0.15,3926.2,2630.554
SO - 0005226,Agency,ISF1002,2019-12-01 00:00:00,2020-01-29 00:00:00,2020-02-19 00:00:00,2020-02-20 00:00:00,IRR,26,2334,TBZ005,1029,4,0.05,6231,3177.81
SO - 0005227,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-01-29 00:00:00,2020-02-06 00:00:00,2020-02-11 00:00:00,IRR,12,2826,ISF002,1056,2,0.05,6056.8,4118.624
SO - 0005228,Direct Sales,TEH1001,2019-08-23 00:00:00,2020-01-30 00:00:00,2020-02-07 00:00:00,2020-02-09 00:00:00,IRR,7,2795,ISF002,1042,4,0.075,2552.7,1327.404
SO - 0005229,Online,TBZ1004,2019-12-01 00:00:00,2020-01-30 00:00:00,2020-02-05 00:00:00,2020-02-08 00:00:00,IRR,5,2539,TEH001,1048,7,0.05,1038.5,882.725
SO - 0005230,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-30 00:00:00,2020-02-15 00:00:00,2020-02-16 00:00:00,IRR,1,2722,TBZ005,1012,3,0.075,6244.4,5182.852
SO - 0005231,Agency,MHD1003,2019-12-01 00:00:00,2020-01-30 00:00:00,2020-02-25 00:00:00,2020-03-02 00:00:00,IRR,9,2848,TBZ005,1000,8,0.05,3852.5,1926.25
SO - 0005232,Agency,MHD1003,2019-12-01 00:00:00,2020-01-30 00:00:00,2020-02-20 00:00:00,2020-02-25 00:00:00,IRR,5,2336,SHZ003,1041,5,0.1,3906.1,2812.392
SO - 0005233,Agency,MHD1003,2019-12-01 00:00:00,2020-01-30 00:00:00,2020-02-27 00:00:00,2020-03-05 00:00:00,IRR,22,2850,ISF002,1067,1,0.2,227.8,111.622
SO - 0005234,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-01-30 00:00:00,2020-02-14 00:00:00,2020-02-16 00:00:00,IRR,6,2903,ISF002,1097,6,0.1,3457.2,1486.596
SO - 0005235,Distributor,TEH1001,2019-12-01 00:00:00,2020-01-30 00:00:00,2020-02-23 00:00:00,2020-02-26 00:00:00,IRR,4,2733,SHZ003,1021,8,0.05,2412,1712.52
SO - 0005236,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-01-31 00:00:00,2020-02-19 00:00:00,2020-02-23 00:00:00,IRR,26,2614,SHZ003,1079,5,0.2,4006.6,3285.412
SO - 0005237,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-01-31 00:00:00,2020-02-19 00:00:00,2020-02-25 00:00:00,IRR,4,2456,TEH001,1079,4,0.075,261.3,107.133
SO - 0005238,Agency,ISF1002,2019-12-01 00:00:00,2020-01-31 00:00:00,2020-02-22 00:00:00,2020-02-25 00:00:00,IRR,18,2295,SHZ003,1008,5,0.05,938,534.66
SO - 0005239,Direct Sales,ISF1002,2019-08-23 00:00:00,2020-01-31 00:00:00,2020-02-18 00:00:00,2020-02-27 00:00:00,IRR,16,2247,MHD004,1082,3,0.05,3028.4,2150.164
SO - 0005240,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-01-31 00:00:00,2020-02-20 00:00:00,2020-02-21 00:00:00,IRR,16,2744,TEH001,1026,8,0.1,2546,1476.68
SO - 0005241,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-01-31 00:00:00,2020-02-13 00:00:00,2020-02-22 00:00:00,IRR,20,2514,SHZ003,1049,1,0.2,214.4,124.352
SO - 0005242,Online,TBZ1004,2019-08-23 00:00:00,2020-01-31 00:00:00,2020-02-23 00:00:00,2020-02-24 00:00:00,IRR,13,2230,SHZ003,1029,6,0.1,214.4,96.48
SO - 0005243,Online,ISF1002,2019-12-01 00:00:00,2020-02-01 00:00:00,2020-02-19 00:00:00,2020-02-27 00:00:00,IRR,19,2984,MHD004,1056,5,0.05,3845.8,1922.9
SO - 0005244,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-02-01 00:00:00,2020-02-09 00:00:00,2020-02-17 00:00:00,IRR,26,2833,MHD004,1064,3,0.05,1038.5,737.335
SO - 0005245,Online,ISF1002,2019-08-23 00:00:00,2020-02-01 00:00:00,2020-02-13 00:00:00,2020-02-18 00:00:00,IRR,1,2196,TEH001,1037,8,0.2,234.5,93.8
SO - 0005246,Online,TBZ1004,2019-12-01 00:00:00,2020-02-01 00:00:00,2020-02-09 00:00:00,2020-02-17 00:00:00,IRR,22,2172,MHD004,1095,5,0.05,904.5,443.205
SO - 0005247,Distributor,ISF1002,2019-12-01 00:00:00,2020-02-01 00:00:00,2020-02-21 00:00:00,2020-02-23 00:00:00,IRR,10,2400,SHZ003,1007,3,0.075,1728.6,1019.874
SO - 0005248,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-02-01 00:00:00,2020-02-21 00:00:00,2020-02-28 00:00:00,IRR,7,2019,SHZ003,1027,4,0.05,743.7,312.354
SO - 0005249,Online,MHD1003,2019-08-23 00:00:00,2020-02-02 00:00:00,2020-02-04 00:00:00,2020-02-09 00:00:00,IRR,1,2400,ISF002,1094,8,0.2,1192.6,632.078
SO - 0005250,Distributor,TEH1001,2019-12-01 00:00:00,2020-02-02 00:00:00,2020-02-14 00:00:00,2020-02-21 00:00:00,IRR,5,2104,TEH001,1058,3,0.075,2211,1392.93
SO - 0005251,Online,MHD1003,2019-12-01 00:00:00,2020-02-02 00:00:00,2020-02-05 00:00:00,2020-02-11 00:00:00,IRR,3,2456,MHD004,1099,7,0.1,837.5,502.5
SO - 0005252,Agency,MHD1003,2019-12-01 00:00:00,2020-02-02 00:00:00,2020-02-07 00:00:00,2020-02-14 00:00:00,IRR,11,2567,MHD004,1050,7,0.05,2505.8,1603.712
SO - 0005253,Distributor,TBZ1004,2019-12-01 00:00:00,2020-02-02 00:00:00,2020-02-19 00:00:00,2020-02-23 00:00:00,IRR,27,2354,MHD004,1069,1,0.1,194.3,114.637
SO - 0005254,Direct Sales,MHD1003,2019-08-23 00:00:00,2020-02-02 00:00:00,2020-02-11 00:00:00,2020-02-20 00:00:00,IRR,16,2024,TBZ005,1034,3,0.075,1969.8,1181.88
SO - 0005255,Distributor,MHD1003,2019-08-23 00:00:00,2020-02-02 00:00:00,2020-02-27 00:00:00,2020-03-06 00:00:00,IRR,17,2287,SHZ003,1000,2,0.075,1929.6,1485.792
SO - 0005256,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-02-02 00:00:00,2020-02-09 00:00:00,2020-02-14 00:00:00,IRR,3,2074,MHD004,1094,2,0.1,207.7,95.542
SO - 0005257,Direct Sales,ISF1002,2019-12-01 00:00:00,2020-02-02 00:00:00,2020-02-11 00:00:00,2020-02-15 00:00:00,IRR,10,2022,MHD004,1069,7,0.075,3906.1,3046.758
SO - 0005258,Distributor,ISF1002,2019-12-01 00:00:00,2020-02-02 00:00:00,2020-02-11 00:00:00,2020-02-14 00:00:00,IRR,27,2902,ISF002,1089,3,0.4,3879.3,3025.854
SO - 0005259,Direct Sales,ISF1002,2019-08-23 00:00:00,2020-02-02 00:00:00,2020-02-04 00:00:00,2020-02-13 00:00:00,IRR,4,2229,SHZ003,1039,8,0.05,2438.8,1999.816
SO - 0005260,Online,TBZ1004,2019-08-23 00:00:00,2020-02-03 00:00:00,2020-02-20 00:00:00,2020-02-23 00:00:00,IRR,19,2455,SHZ003,1030,7,0.05,2278,1070.66
SO - 0005261,Direct Sales,MHD1003,2019-12-01 00:00:00,2020-02-03 00:00:00,2020-03-01 00:00:00,2020-03-07 00:00:00,IRR,7,2249,TBZ005,1005,5,0.075,6237.7,4803.029
SO - 0005262,Distributor,MHD1003,2019-12-01 00:00:00,2020-02-03 00:00:00,2020-02-07 00:00:00,2020-02-16 00:00:00,IRR,20,2481,TBZ005,1021,4,0.05,5098.7,4180.934
SO - 0005263,Agency,TEH1001,2019-12-01 00:00:00,2020-02-03 00:00:00,2020-02-22 00:00:00,2020-02-26 00:00:00,IRR,25,2111,SHZ003,1010,1,0.075,1943,1515.54
SO - 0005264,Distributor,ISF1002,2019-08-23 00:00:00,2020-02-03 00:00:00,2020-03-02 00:00:00,2020-03-11 00:00:00,IRR,19,2630,TEH001,1070,6,0.05,824.1,354.363
SO - 0005265,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-02-03 00:00:00,2020-02-08 00:00:00,2020-02-10 00:00:00,IRR,21,2808,TBZ005,1054,3,0.3,1072,600.32
SO - 0005266,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-02-03 00:00:00,2020-02-24 00:00:00,2020-02-27 00:00:00,IRR,1,2256,MHD004,1047,6,0.15,2539.3,1904.475
SO - 0005267,Distributor,ISF1002,2019-08-23 00:00:00,2020-02-03 00:00:00,2020-03-01 00:00:00,2020-03-06 00:00:00,IRR,16,2044,SHZ003,1052,3,0.075,2345,1195.95
SO - 0005268,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-02-03 00:00:00,2020-02-05 00:00:00,2020-02-12 00:00:00,IRR,28,2575,TBZ005,1044,7,0.4,1025.1,563.805
SO - 0005269,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-02-04 00:00:00,2020-02-21 00:00:00,2020-02-29 00:00:00,IRR,24,2464,ISF002,1067,8,0.05,991.6,545.38
SO - 0005270,Distributor,MHD1003,2019-12-01 00:00:00,2020-02-04 00:00:00,2020-02-16 00:00:00,2020-02-18 00:00:00,IRR,18,2173,TBZ005,1004,4,0.075,2345,1735.3
SO - 0005271,Agency,TEH1001,2019-12-01 00:00:00,2020-02-04 00:00:00,2020-02-19 00:00:00,2020-02-29 00:00:00,IRR,8,2774,SHZ003,1042,8,0.05,1701.8,1276.35
SO - 0005272,Distributor,ISF1002,2019-12-01 00:00:00,2020-02-04 00:00:00,2020-03-03 00:00:00,2020-03-11 00:00:00,IRR,11,2516,TEH001,1038,5,0.2,174.2,123.682
SO - 0005273,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-02-04 00:00:00,2020-02-15 00:00:00,2020-02-21 00:00:00,IRR,8,2783,SHZ003,1010,7,0.15,1058.6,868.052
SO - 0005274,Direct Sales,TEH1001,2019-12-01 00:00:00,2020-02-04 00:00:00,2020-02-09 00:00:00,2020-02-12 00:00:00,IRR,21,2362,TBZ005,1078,4,0.05,3966.4,2379.84
SO - 0005275,Direct Sales,TBZ1004,2019-08-23 00:00:00,2020-02-05 00:00:00,2020-03-03 00:00:00,2020-03-09 00:00:00,IRR,22,2238,SHZ003,1042,6,0.1,201,120.6
SO - 0005276,Direct Sales,TBZ1004,2019-12-01 00:00:00,2020-02-05 00:00:00,2020-02-29 00:00:00,2020-03-05 00:00:00,IRR,22,2235,TEH001,1073,8,0.1,2358.4,1462.208
